entidad,mun,pob_tot,p_15ymas,p_6a14,p15ym_an,p_6a14_noa,p_15ymas_edbasinc,psinder,vivpar_hab,vph_pisoti,vph_excsa,vph_aguafv,vph_nodren,vph_s_elec,vph_lavad,vph_refri,vph_cel,vph_pc,vph_inter,vph_tv
25,25005,16292,11156,3135,1128,73,6007,1097,3840,263,3382,333,448,29,2615,3589,2346,443,409,3421
25,25006,905265,662113,147929,20612,3335,181194,157332,244754,4006,240406,4034,6251,673,198777,236579,227985,113674,110937,237375
25,25007,33027,22996,6295,2534,234,13218,4014,8703,858,7789,1539,2170,363,4239,7441,6836,882,718,7274
25,25008,53856,37180,9938,3129,515,20097,6183,13721,409,13224,382,702,30,7366,9840,11186,1894,1343,11032
25,25009,59436,41892,10647,2819,758,16539,8359,15186,560,14529,1363,603,230,10565,13216,11817,3283,3164,13804
25,25010,100459,72747,16929,4363,481,32496,14515,26442,1906,25190,1577,5857,421,15473,23739,21495,4494,3933,24363
25,25011,295353,217048,47651,12267,1032,88233,39344,77005,2620,74225,4083,5565,259,56572,72394,68131,20168,17735,73137
25,25012,502547,374915,79109,7268,2189,104667,77315,146636,1966,145002,1399,1503,292,113866,140405,130988,59631,64011,143092
25,25013,45351,33895,6881,2908,202,18152,3733,12223,851,11243,1679,1205,164,8416,11318,9441,1411,1022,10878
25,25014,53773,39105,8837,2133,447,15388,6693,14545,776,13592,665,1120,199,9945,12903,10718,2471,2484,13251
25,25015,81109,59088,13995,1951,170,17435,8511,22577,326,22225,256,417,32,18237,22183,20170,7798,6914,21740
25,25016,21442,15573,3777,1096,117,8125,1444,6048,399,5387,301,574,173,3778,5170,4075,680,642,5256
25,25017,88659,63220,15696,6316,426,33636,7819,22346,1785,20729,1833,2995,700,14165,20047,17598,2457,1881,19550
25,25018,154352,110942,25869,7399,1446,54439,18383,39063,1143,33506,1561,5280,155,23915,32411,34027,6281,5793,35395
26,,2833399,2059125,471597,44905,13390,554866,385060,810284,21073,793677,21661,53241,10915,600001,756416,727134,352068,342081,773502
26,26001,2756,2015,477,71,20,858,261,795,9,778,10,17,7,661,771,679,241,196,776
26,26002,82918,57715,15552,879,544,18709,18741,23180,301,22937,286,197,449,18387,21609,21253,8863,10686,22368
26,26003,25694,18812,4299,1775,78,9586,1717,6956,720,6324,568,2730,320,3556,5812,5247,1266,900,5645
26,26004,9578,6433,1948,246,56,2691,1643,2472,43,2420,62,113,16,1957,2376,2284,755,759,2395
26,26005,1163,897,176,27,13,468,134,367,15,361,1,18,66,230,281,214,62,56,273
26,26006,2677,2022,418,55,14,851,554,859,17,843,3,10,6,741,835,720,188,153,814
26,26007,582,439,90,9,10,197,68,174,3,171,1,2,0,150,171,155,42,12,170
26,26008,1083,786,214,39,4,464,85,357,9,353,4,10,2,272,348,317,61,9,343
26,26009,802,638,100,32,2,353,107,261,6,249,3,11,6,188,245,141,60,68,242
26,26010,1367,1020,226,37,25,491,170,428,13,391,6,56,15,315,346,338,112,84,379
26,26011,1554,1192,225,31,5,487,155,527,7,512,5,5,14,463,493,446,119,4,494
26,26012,23053,16795,3714,701,194,6971,2928,6158,392,5848,204,1007,106,3756,5453,5317,1263,1078,5807
26,26013,1612,1188,289,28,3,432,127,510,3,507,2,3,1,450,503,428,123,109,494
26,26014,3312,2482,549,78,6,1075,342,1031,5,1018,8,14,4,811,997,805,215,128,949
26,26015,1457,1012,273,23,31,592,264,436,3,426,6,11,17,366,405,363,70,10,395
26,26016,5233,3852,871,95,32,1400,364,1629,38,1583,37,76,48,1243,1507,1340,595,600,1534
26,26017,85631,60607,14882,1982,587,21408,14859,24418,988,23896,368,1883,215,18300,22967,22154,9332,9271,23438
26,26018,433050,324905,66782,6714,2130,74659,51489,128490,2892,126453,1699,2486,902,96389,122258,116303,54096,48960,124064
26,26019,35892,25623,6178,229,172,5674,2691,9850,60,9694,27,72,33,9021,9550,8814,5201,5578,9600
26,26020,4840,3446,842,167,21,1583,831,1315,48,1253,18,81,32,879,1199,1188,263,202,1230
26,26021,2076,1611,274,84,11,856,422,720,23,680,20,53,34,413,604,601,65,24,610
26,26022,965,728,150,29,9,371,118,317,10,307,15,16,11,209,249,277,63,27,248
26,26023,6109,4523,1038,93,22,1634,237,1838,12,1814,17,42,14,1546,1808,1506,597,518,1778
26,26024,717,552,103,11,0,268,64,242,4,237,3,7,5,181,221,190,46,15,226
26,26025,56177,40741,9577,975,320,12564,6468,15682,661,15204,444,666,179,10932,14649,13613,5645,4917,15099
26,26026,63216,45483,11113,2006,220,16009,6887,15858,1338,15284,809,7796,974,6400,11934,11401,2953,2552,13698
26,26027,8666,5806,1715,132,22,1626,806,2444,54,2407,24,79,32,2107,2310,2235,1128,940,2323
26,26028,1064,768,192,14,1,312,85,329,0,325,1,0,0,295,326,288,101,38,316
26,26029,158046,116006,25147,3012,568,34029,17695,45642,1850,44308,1009,5299,905,31909,41783,40072,20711,19512,43534
26,26030,884273,648135,140278,8339,3905,130564,107068,257694,4300,255042,4593,6995,1568,199825,246941,242709,140803,137691,250099
26,26031,1231,914,229,36,5,507,144,409,7,398,6,25,7,305,374,320,57,14,395
26,26032,890,679,156,18,0,300,121,275,2,274,0,1,3,235,265,211,104,84,268
26,26033,80524,59645,13160,2493,224,20934,6755,21299,838,20568,1470,5850,487,10649,17877,16657,4573,4653,19308
26,26034,927,738,137,18,2,329,52,307,0,306,0,0,0,271,301,245,103,85,293
26,26035,12812,8874,2439,247,72,3769,2705,3594,67,3440,78,124,46,2822,3378,3162,1191,1273,3424
26,26036,31180,22552,5288,355,95,7277,4454,9079,120,8955,50,126,50,7807,8807,8236,4136,4156,8844
26,26037,1237,984,161,27,1,436,215,411,9,392,6,9,12,289,382,329,92,61,377
26,26038,4967,3681,825,49,8,1087,116,1516,7,1505,2,7,7,1279,1494,1351,839,750,1461
26,26039,6160,4100,1216,60,11,1411,1237,1657,18,1632,18,20,28,1438,1562,1461,609,650,1588
26,26040,2019,1448,357,58,10,850,258,614,28,594,7,52,66,401,418,425,58,39,525
26,26041,13843,9553,2582,158,47,2316,686,3829,105,3742,48,66,40,3258,3677,3493,2029,2026,3669
26,26042,163650,120213,27496,3242,461,34459,16954,44316,2089,42733,1542,9339,822,26898,40066,37951,15038,12267,41784
26,26043,233952,162928,43570,1205,1213,35702,37908,65265,828,64638,5989,518,533,54252,62438,60558,31671,33947,63058
26,26044,468,363,59,13,1,182,145,125,5,120,4,8,1,81,116,105,23,5,114
26,26045,2643,1965,425,107,8,1038,399,853,29,820,43,90,54,493,711,619,148,134,728
26,26046,372,293,47,10,2,130,40,113,0,112,2,0,0,97,110,102,29,18,113
26,26047,9514,6960,1546,209,65,2631,798,2643,52,2560,81,128,73,2044,2437,2339,1034,808,2466
26,26048,62177,42816,11963,887,282,13448,9797,17566,266,16833,239,303,303,12659,16005,15734,6844,7314,16428
26,26049,2839,2106,453,246,18,1189,327,871,90,736,138,202,132,265,586,618,52,10,625
26,26050,1444,1137,177,53,3,594,111,509,8,482,8,23,10,348,465,373,56,48,484
26,26051,5025,3707,814,340,28,1845,518,1481,115,1361,47,174,58,748,1314,977,234,84,1260
26,26052,5626,4189,899,138,35,2036,783,1722,124,1653,39,77,62,1268,1484,1235,404,309,1508
26,26053,407,296,75,4,8,139,34,139,2,139,2,1,0,110,133,114,40,17,135
26,26054,557,399,84,14,1,167,116,169,9,164,26,7,1,110,152,157,28,16,158
26,26055,192739,136586,34289,4034,1220,46179,52101,54809,1508,52963,935,3218,1565,42644,50111,47432,21365,22736,51594
26,26056,9081,6021,1829,746,197,4013,2295,2307,226,2176,64,213,148,750,1440,1846,216,181,1645
26,26057,1481,1178,205,51,5,695,180,541,14,530,1,24,2,444,530,420,122,101,513
26,26058,16248,11683,2809,206,49,3980,1249,4758,40,4660,58,156,48,4086,4596,4210,2037,2002,4564
26,26059,1768,1184,325,21,9,501,254,510,5,503,1,4,8,453,482,460,111,119,492
26,26060,1567,1121,283,41,6,666,391,461,9,441,10,21,5,393,436,403,46,22,433
26,26061,1420,1071,221,58,10,595,341,463,22,432,6,43,12,356,430,240,64,13,417
26,26062,1142,833,197,27,4,458,215,335,2,331,4,4,3,260,317,300,67,36,325
26,26063,1230,953,187,28,4,474,162,405,1,398,1,8,1,350,399,306,110,107,397
26,26064,1577,1187,240,47,17,619,223,500,13,466,30,48,27,334,427,423,92,66,428
26,26065,1193,876,195,35,5,486,104,361,11,347,17,28,10,302,338,316,60,13,323
26,26066,8704,6831,1190,240,13,2940,520,2797,23,2722,21,69,25,2211,2678,2311,660,582,2659
26,26067,1523,1175,215,47,6,469,148,545,13,537,4,32,4,483,528,440,197,180,525
26,26068,1181,932,178,35,2,457,218,389,5,376,13,9,3,279,360,318,84,45,350
26,26069,6012,4162,1173,308,36,2374,1008,1708,197,1675,72,534,69,948,1446,1293,208,156,1505
26,26071,21957,16129,3689,627,104,5622,2035,5857,112,5707,48,648,92,3544,5171,5056,1602,1413,5481
26,26072,14549,10431,2522,454,78,4380,1563,3797,230,3631,278,1277,117,2085,3224,3190,596,444,3497
27,,2395272,1713350,406723,91777,12491,571374,356715,646448,24152,626706,63589,16027,3709,483736,560217,510055,159012,133735,581198
27,27001,60516,42465,10933,3910,318,19701,4439,17156,827,16464,2106,721,320,11487,13574,10714,3312,1231,14616
27,27002,258554,180250,46259,10685,1587,72256,38693,68546,4504,66432,10463,2275,546,49998,56925,51857,12750,12951,59450
27,27003,110130,74426,21274,4550,469,26273,14278,27500,2482,25599,8858,1397,251,17349,21252,17986,3572,1305,22491
27,27004,684847,511889,102984,15934,3369,122479,140470,196623,2354,194542,2333,802,213,162882,183327,176553,74941,69859,186296
27,27005,201654,143452,34720,7709,1182,52491,28787,51994,2469,50063,3846,2245,157,39308,44400,40874,10081,7155,46193
27,27006,138504,95322,25459,6495,920,37770,23372,35772,2178,34044,6266,1092,189,25003,30017,27456,5557,3477,31538
27,27007,30637,22077,4948,1375,103,8286,2765,8434,85,8191,151,111,55,6690,7600,7147,1834,1234,7790
27,27008,188792,128791,35901,8917,1049,52864,22483,49190,2187,46991,11910,1882,596,33753,38964,37488,7725,7235,42191
27,27009,38231,28005,6155,1837,174,11192,4596,10240,399,9731,1130,447,100,7361,9032,7370,1506,732,9160
27,27010,87249,61141,15555,3169,403,19983,13713,21740,681,20773,1910,639,94,16044,18863,16404,3394,2401,19669
27,27011,30567,21884,5408,2031,171,9668,1177,8577,512,8104,623,312,195,5488,6557,4116,891,399,6871
27,27012,165729,118443,28262,7172,585,41184,11991,43764,2427,42246,6869,1389,283,30834,38105,30157,7920,6030,39138
27,27013,138366,98248,23402,4749,375,23945,20767,37151,933,36158,1018,654,40,30441,33975,31783,11346,9309,34881
27,27014,94375,68236,15839,2864,601,21637,13130,25388,364,24921,1651,194,56,20569,23044,21665,6209,6197,23702
27,27015,48784,34468,9034,2662,184,15056,2976,12201,626,11355,1314,784,157,5662,8427,5721,1733,389,9201
27,27016,58523,42072,9939,4087,679,19222,5297,15282,436,14873,1525,468,144,9438,12323,11418,2436,1563,13235
27,27017,59814,42181,10651,3631,322,17367,7781,16890,688,16219,1616,615,313,11429,13832,11346,3805,2268,14776
28,,3441698,2500369,571131,75127,20076,793712,498874,987184,15699,975767,25766,79230,9395,761595,913516,841331,311147,361309,934662
28,28001,12100,8849,2104,623,71,4254,269,3559,36,3494,138,329,61,2765,3236,2989,411,321,3293
28,28002,29183,21310,4757,1548,184,10450,1865,9021,291,8832,679,2063,283,6379,7690,7063,1092,979,7764
28,28003,235066,167487,41084,4887,1395,53391,36124,66229,1084,65393,1500,4391,891,50246,59488,59017,17564,22170,62922
28,28004,9902,7374,1540,616,35,3457,857,2880,84,2808,269,1035,51,2221,2582,2099,339,285,2622
28,28005,4428,3411,659,192,29,2214,605,1406,45,1387,225,590,54,1003,1213,877,116,104,1258
28,28006,8062,5527,1587,1035,44,3414,334,1829,100,1710,922,1412,57,1055,1233,569,59,6,1472
28,28007,15762,11294,2577,442,76,5251,2779,5166,41,5071,52,223,29,4160,4920,4132,1115,1198,4938
28,28008,4179,2846,830,237,100,1744,507,1162,66,1122,208,493,46,693,911,867,28,41,819
28,28009,209175,161936,30127,2330,717,35061,31214,62514,347,61977,854,514,181,51927,59336,56518,28680,32626,61133
28,28010,1937,1445,311,153,18,837,163,605,29,584,56,258,24,391,500,415,30,31,495
28,28011,9186,6829,1492,499,36,2754,357,2858,93,2800,228,1059,53,1952,2362,2317,273,161,2593
28,28012,43757,30971,7724,2852,530,16773,6604,12240,595,11971,348,3917,258,8893,10571,8720,1268,1387,10759
28,28013,15560,11330,2534,678,120,5836,1264,4624,260,4474,332,2708,94,3090,3940,3612,326,388,4248
28,28014,4439,3369,580,120,20,1540,655,1688,24,1667,27,122,23,1450,1608,1379,513,607,1614
28,28015,15398,11572,2372,635,103,5470,4186,4898,88,4859,119,557,57,4079,4591,3908,1086,1335,4727
28,28016,22799,16910,3786,1287,136,9093,2126,7044,535,6848,589,2880,162,4927,6190,5338,570,510,6584
28,28017,15296,10928,2715,754,78,5223,319,4088,217,3980,188,2123,106,2554,3176,2333,575,627,3417
28,28018,8165,6022,1442,341,21,2512,327,2472,55,2386,155,330,59,1850,2185,2059,348,360,2200
28,28019,16555,12533,2636,1145,104,6514,544,5473,381,5360,537,2189,181,3653,4456,3903,476,424,4587
28,28020,2493,1890,398,99,8,1087,216,806,26,792,33,372,23,522,657,570,64,99,721
28,28021,117648,88607,18312,4434,262,28515,5420,35232,552,34864,346,3521,217,28202,33077,28906,10559,11540,33877
28,28022,520367,373650,89963,9205,2964,119351,80515,145403,2019,144595,4693,8629,2113,98164,134617,125636,43433,54177,137912
28,28023,4122,3060,631,176,48,1822,649,1310,30,1289,257,581,90,980,1088,1075,147,155,1147
28,28024,4326,3329,621,113,14,1320,314,1498,3,1475,0,23,1,1369,1458,1183,452,486,1457
28,28025,27447,20479,3833,513,172,7680,4718,8636,14,8429,27,113,18,7523,8293,7378,3036,3235,8346
28,28026,3555,2470,659,395,19,1358,93,916,79,888,217,670,30,558,652,30,60,96,785
28,28027,399431,281252,70830,6497,3270,87375,87566,107889,1183,106955,1172,1560,341,89598,103746,87391,39016,45687,103094
28,28028,3551,2529,588,170,28,1110,148,1013,62,967,41,124,15,746,882,843,105,59,901
28,28029,13828,10161,2248,741,30,4756,806,4036,231,3924,339,1792,147,3011,3473,2566,420,252,3500
28,28030,13927,9959,2512,511,79,4102,523,4151,108,4041,41,1065,12,3141,3702,3186,497,558,3881
28,28031,1705,1235,283,92,6,694,36,497,25,485,28,273,21,283,374,290,29,50,383
28,28032,646202,448776,116392,9860,5068,133152,103149,184123,1995,181031,2602,6081,885,142121,171285,164702,49944,59088,171663
28,28033,126887,90951,21908,3271,1194,35759,32282,36165,706,35813,891,3579,509,27536,33225,30083,9058,10870,34510
28,28034,8723,6541,1356,371,59,3766,578,2658,227,2537,430,1959,78,1565,2016,875,86,72,2321
28,28035,55981,40237,9663,2774,316,19873,4861,16343,535,16078,1415,7560,315,11290,14011,12885,2643,2902,15184
28,28036,1038,740,179,49,5,428,45,291,13,283,121,235,13,134,172,24,3,1,243
28,28037,25419,18267,4483,1304,206,9488,2369,7875,303,7735,764,2086,306,5059,6643,6003,1244,1529,6937
28,28038,314418,249030,40987,4531,907,58718,48353,96092,227,95696,687,448,179,79700,91210,85468,44264,50328,94007
28,28039,29560,20604,5411,1997,177,11308,1675,7586,753,7389,1830,4190,330,4563,5576,3755,656,658,6151
28,28040,64188,45666,11480,1571,386,19553,5758,18488,163,18300,699,1644,219,14120,17024,15681,4638,5252,17604
28,28041,346029,256686,52821,4740,866,57665,25437,97260,1698,96525,1316,2937,675,81343,92173,87644,44676,49632,94187
28,28042,6165,4691,918,288,49,2831,830,1913,117,1845,77,976,58,1269,1631,1165,137,147,1780
28,28043,23739,17616,3798,1051,126,6213,1434,7247,259,7108,314,1619,130,5510,6343,5877,1111,876,6626
29,,1272847,908171,225770,35860,5693,293234,208116,310504,6387,302879,3935,9569,1899,165394,222482,229587,70980,64696,294724
29,29001,11144,8014,1918,135,35,1873,1901,2757,43,2665,26,69,9,1418,2101,2093,782,713,2581
29,29002,15271,11337,2418,194,37,2553,2650,4030,55,3966,23,55,10,2414,3287,3323,1483,1349,3880
29,29003,6597,4562,1248,313,44,1857,610,1703,33,1523,18,172,22,879,1219,1221,167,61,1536
29,29004,17173,11820,3228,919,79,5801,1823,4081,105,3726,115,845,48,1588,2174,2394,232,85,3743
29,29005,78624,57846,13195,1228,169,12927,14835,21361,97,21254,116,106,62,14118,18102,18312,7224,7083,20565
29,29006,48385,34548,8654,1144,202,10350,4864,12183,253,12105,121,75,98,7330,9082,9591,2276,1982,11648
29,29007,17259,11664,3427,1121,97,5635,885,3980,52,3644,51,606,52,1000,2242,2692,272,244,3674
29,29008,15337,10262,3217,628,126,4817,1377,3671,64,3557,13,140,14,1614,2026,2553,266,171,3507
29,29009,5272,3786,958,121,28,1178,538,1324,19,1270,17,85,13,705,935,1008,207,58,1238
29,29010,70011,51176,11999,1175,226,13786,13879,17428,153,17203,70,232,41,8623,12824,13371,4606,4453,16582
29,29011,4679,3240,848,127,10,1079,444,1145,9,1116,32,49,7,725,932,743,159,115,1079
29,29012,8668,6048,1594,330,84,2482,677,2169,106,2104,39,77,20,996,1237,1373,125,32,2007
29,29013,92887,63670,18300,3405,669,25734,13828,20870,498,20181,243,1035,198,9149,12042,14595,3032,2740,19638
29,29014,14575,10293,2616,568,84,4087,1522,3634,59,3504,46,155,26,1892,2427,2238,488,404,3315
29,29015,38324,27763,6490,941,104,9337,5233,9487,141,9296,211,200,17,5711,7175,6771,2040,1649,8986
29,29016,7080,5191,1191,261,36,1811,736,1859,58,1839,18,39,20,846,1051,1312,366,216,1765
29,29017,10901,7644,1958,447,91,3433,4234,2392,201,2351,8,54,12,693,1117,1574,284,289,2238
29,29018,38330,27848,6486,1114,125,8476,7179,8901,314,8575,55,287,48,3059,5312,6378,1870,1500,8475
29,29019,21060,14840,3911,332,110,4879,5439,5110,231,5063,66,131,31,2793,3525,3838,987,722,4877
29,29020,9490,6744,1683,338,33,2408,720,2303,61,2283,51,27,9,1425,1621,1689,346,254,2222
29,29021,18115,12941,3117,693,84,4980,1275,4557,92,4515,28,24,28,2913,3315,3638,897,826,4377
29,29022,5925,4148,1111,148,13,1152,939,1339,18,1325,2,19,6,628,966,898,216,151,1281
29,29023,25053,18050,4354,611,122,6643,5230,5918,137,5778,89,272,45,3039,3883,3535,1004,1081,5591
29,29024,27154,20097,4501,776,63,4682,5062,7061,256,6885,95,311,76,4242,5241,5156,2286,1935,6531
29,29025,77242,52756,15097,4190,665,25187,15056,16139,674,15556,600,537,113,7278,9743,9832,2256,2097,15257
29,29026,20242,14373,3685,405,83,4398,2613,5166,85,4975,24,220,24,2826,3838,4212,1118,902,4950
29,29027,12834,9094,2232,608,40,4462,4182,2629,100,2589,11,50,16,1031,1909,1791,455,465,2506
29,29028,24380,16810,4584,897,109,5611,4824,5368,145,5236,49,154,40,2272,3369,3590,1059,935,5094
29,29029,12047,8686,2078,169,35,2326,2309,2770,40,2732,25,45,12,1530,2159,2137,662,552,2668
29,29030,14746,9804,3026,962,104,4938,1636,3414,78,3115,84,229,44,1238,1913,1765,208,132,3081
29,29031,32613,22862,6104,786,113,6849,4476,8497,108,8216,191,336,83,4959,6587,7155,1903,1772,8036
29,29032,13414,9853,2247,201,62,3303,2093,3172,54,3102,41,157,15,2007,2260,2161,604,476,3046
29,29033,95051,72130,14017,969,287,11820,16980,26572,165,26378,239,113,83,18637,23192,23182,12776,12459,25767
29,29034,42536,29692,7612,2008,272,13158,4191,10480,281,9952,200,451,110,5224,7070,7091,1051,871,9691
29,29035,5843,4139,1035,134,30,1610,502,1343,22,1326,2,19,9,676,967,866,226,194,1284
29,29036,21814,16173,3562,248,76,3052,3916,5683,52,5613,44,61,18,3523,4782,4819,2256,2048,5516
29,29037,8955,6090,1763,664,86,3328,853,2041,70,1986,90,69,10,716,786,1064,97,88,1895
29,29038,16359,11583,3003,290,58,2998,2184,4280,60,4162,81,174,36,2360,3197,3543,991,978,4045
29,29039,23905,16522,4594,556,96,5317,2775,5494,73,5288,64,285,38,3118,3975,4154,871,728,5225
29,29040,10263,7362,1775,281,27,2485,1555,2729,73,2578,45,172,31,1341,2044,1874,390,316,2549
29,29041,30364,21524,5300,665,170,6889,7162,7068,281,6956,107,197,30,3224,5264,4839,1594,1556,6736
29,29042,13629,10114,2156,186,28,2697,2435,3400,65,3353,20,73,9,1938,2700,2471,974,1012,3278
29,29043,38296,27449,6906,683,139,6131,5634,10299,108,10166,78,148,45,6508,8655,8991,3011,3134,9873
29,29044,42686,31198,6956,793,161,8861,8076,10229,152,10062,95,232,37,5461,7813,7398,2624,2485,9845
29,29045,6038,4115,1170,228,24,1627,281,1395,15,1379,2,17,6,765,913,984,199,206,1333
29,29046,4561,3011,937,231,22,1448,361,1050,31,986,9,38,10,426,521,593,47,6,966
29,29047,3103,2134,593,116,13,819,321,738,7,706,3,26,7,415,520,509,85,35,695
29,29048,18873,12735,3779,342,68,4305,2361,4040,124,3923,47,135,25,1638,2689,2789,642,599,3816
29,29049,5569,4142,894,78,17,1107,1120,1371,24,1343,12,37,5,855,1028,976,347,298,1325
29,29050,10910,7776,1948,401,34,2683,2388,2491,109,2426,22,93,14,899,1507,1528,493,380,2281
29,29051,3767,2837,558,65,18,851,724,985,19,970,16,14,11,605,737,700,266,169,938
29,29052,5923,4135,1109,303,22,1719,741,1269,20,1213,8,85,11,488,819,899,106,25,1194
29,29053,7511,5431,1279,160,29,1594,1889,1632,43,1571,36,61,18,971,1119,1207,364,261,1529
29,29054,5618,4088,939,88,13,1138,773,1271,9,1263,4,19,8,704,959,936,288,226,1231
29,29055,3131,2293,489,104,6,851,550,751,32,722,12,30,15,438,577,455,111,71,694
29,29056,7773,5613,1278,210,34,1584,1996,1767,62,1702,69,89,16,898,1218,1217,304,201,1655
29,29057,4559,3328,771,99,14,925,1031,1069,32,1034,23,46,11,632,713,568,243,241,1000
29,29058,8817,6457,1488,393,26,2227,1617,2016,49,1992,3,41,8,854,1438,1217,385,341,1914
29,29059,7169,4853,1443,183,27,1861,1686,1518,30,1502,9,16,7,691,977,987,180,166,1451
29,29060,4992,3477,941,95,14,1115,945,1105,40,1078,17,35,12,448,688,791,179,158,1024
30,,8112505,5960115,1319749,562781,54355,2687834,1681070,2251217,148865,2194987,293709,256148,41492,1326848,1775078,1636686,512773,544712,1995731
30,30001,8819,6122,1586,643,62,3504,1716,2272,103,2200,54,289,60,882,1380,1334,255,184,2057
30,30002,3147,2262,519,167,18,1372,429,757,2,749,4,2,9,89,468,448,57,34,710
30,30003,87267,63954,14207,6321,543,28530,24365,23842,1600,23367,3558,801,408,13673,19053,18358,4298,4151,20557
30,30004,43388,33662,5785,4014,242,19100,8816,12983,346,12545,128,250,108,8474,11662,7741,1744,1393,12241
30,30005,5350,3984,818,686,69,2262,374,1614,47,1468,363,175,18,1105,1380,1272,138,221,1423
30,30006,22969,15472,4539,2066,233,9271,6518,5482,934,5182,1736,919,120,1811,2749,3185,386,329,4461
30,30007,6426,4862,933,443,67,3111,893,1811,80,1544,56,553,46,886,1415,1074,148,116,1634
30,30008,10189,6524,2369,1374,91,4360,2842,2302,219,2273,378,844,93,384,824,621,115,57,1804
30,30009,28922,22450,4196,3589,242,13944,5183,8690,127,8482,85,150,66,4974,7705,3906,932,701,8100
30,30010,65548,42277,14213,6382,601,26151,12523,16084,1624,15815,978,2316,276,4418,7744,9004,1647,2142,13432
30,30011,52927,41537,7095,4040,283,18686,6796,17053,591,16339,2404,574,224,13823,15099,12937,4049,4698,15913
30,30012,7987,6234,1143,1010,45,3604,777,2633,71,2393,649,224,21,1912,2419,1399,168,55,2327
30,30013,28295,21647,4161,1000,51,7468,5943,8321,327,8238,909,1183,87,5734,7281,6707,2372,2663,7705
30,30014,45430,33569,7112,1817,253,15053,8978,12224,884,11790,1292,505,169,6552,9866,9170,2241,2141,11223
30,30015,33730,25810,5307,3877,396,15069,6699,10211,356,9699,1108,503,343,6016,8047,6888,869,810,8601
30,30016,26920,20426,4069,796,188,8287,5681,8118,124,7978,67,84,13,6543,7468,6881,2272,2373,7795
30,30017,4009,3043,581,225,13,1513,794,1191,58,1139,35,54,15,680,1034,723,167,146,1133
30,30018,1924,1242,393,328,22,969,301,487,51,429,45,201,23,89,101,179,2,3,348
30,30019,6534,4081,1431,1314,54,2999,246,1587,328,1555,238,1481,27,110,186,785,39,9,820
30,30020,10933,7123,2431,2179,119,5271,653,2502,666,2433,825,1536,26,168,254,453,67,12,1637
30,30021,23896,17710,3732,1355,211,8948,3389,6617,324,6383,1134,592,126,3679,5202,4607,1087,1142,5891
30,30022,21360,14370,4382,2206,304,8174,3692,5054,616,4866,388,750,126,1288,2360,2980,394,318,4290
30,30023,50873,35052,9997,6227,858,23493,9949,13769,1259,13203,1185,1168,491,4676,8791,6846,688,882,10723
30,30024,15818,10713,3126,1816,227,7465,1955,3992,135,3710,184,324,68,1755,2541,2438,251,250,3565
30,30025,26694,16072,6682,5713,357,12950,2655,6106,592,5992,99,728,161,1018,2203,2032,137,106,5570
30,30026,24822,18390,3973,881,107,6326,6643,6780,57,6744,180,76,18,4407,5597,5812,2460,2468,6509
30,30027,17618,12230,3732,2634,64,7860,1654,4290,480,4208,1446,2636,256,392,2174,746,240,104,2650
30,30028,142207,114158,17382,3143,557,31502,38265,42875,309,42739,279,69,36,35958,40742,38746,20243,22246,41646
30,30029,12929,7752,3345,2114,210,5995,2193,2803,221,2759,195,1610,90,282,814,533,91,17,2129
30,30030,42347,31295,6926,2603,377,12521,11970,11193,1391,10461,1150,1032,77,6250,8370,8019,3184,3457,10295
30,30031,16996,12212,2770,2040,306,8735,3985,4345,236,3627,285,694,137,1681,3575,3110,136,178,3690
30,30032,49651,35318,9008,5399,456,19846,7555,12699,1842,12480,545,1130,299,6233,9620,8615,1804,1641,10851
30,30033,23675,17107,4032,2137,90,9292,5168,6624,514,6499,2482,2957,173,3053,4992,3843,480,260,5531
30,30034,26807,20315,4057,961,80,6592,5089,7700,198,7626,180,348,60,5667,6909,6048,2557,2777,7325
30,30035,12109,8615,2299,1389,50,4913,3532,3272,455,3068,157,466,142,836,2208,2166,266,243,2480
30,30036,10482,6947,2165,1013,119,4309,2164,2582,135,2530,145,62,81,984,1721,1944,301,241,2275
30,30037,8566,5640,1854,1483,71,3620,1377,1879,201,1838,179,433,86,279,943,1128,57,17,1347
30,30038,92127,68864,14420,4705,379,26554,20095,25295,650,25147,219,452,215,16613,21435,20264,9520,9352,24443
30,30039,319187,244889,43409,10077,1526,76160,53416,94675,823,94033,2519,376,378,76139,86737,84542,32336,39544,89216
30,30040,56897,42263,8884,2688,162,13955,14776,15167,1462,15037,1354,1585,199,11226,13534,12282,4497,5013,14245
30,30041,2236,1573,433,249,7,984,204,570,93,542,183,39,14,112,227,289,29,10,404
30,30042,5718,4080,994,484,57,2575,986,1695,95,1489,222,205,70,626,1266,922,162,121,1295
30,30043,19859,14387,3313,2560,364,10549,3757,4998,268,4373,1198,729,199,1898,3351,2427,229,116,4310
30,30044,218153,163773,32644,7389,867,50182,58556,61746,2622,60925,4167,547,514,37573,51744,50766,18703,20759,58445
30,30045,57147,43653,8155,4195,325,19783,9768,18023,944,17376,1664,684,301,13184,15466,14380,3689,3600,16430
30,30046,16353,11701,2954,1795,164,7848,1077,4216,258,4012,150,248,90,1738,2280,2137,340,188,3724
30,30047,58479,37521,13011,7572,1294,25404,15331,13275,1491,13038,1168,2740,376,3172,5280,7841,1366,1113,10717
30,30048,129527,95496,20318,5740,513,35327,23089,36984,1519,35979,7052,836,1108,25784,30936,31471,8530,9040,33063
